14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,107,107,107,107,107,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,107,107,107,107,107,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,107,107,107,107,107,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,107,107,107,107,107,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,107,107,107,107,107,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,107,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,107,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,107,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,107,14,14,14,14,14,14,14,14,14
14,107,107,107,107,107,107,14,14,14,14,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,14,14,14,14,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,14,14,14,14,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,14,14,14,14,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,14,14,14,14,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,14,14,14,14,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,14
14,107,107,107,107,107,107,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,107,107,107,107,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,14,14,107,107,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,14,14,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,14,14,107,107,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,14,14,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,14,14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14
14,14,14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,107,107,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,107,107,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,107,107,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,107,107,107,107,107,107,107,107,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,107,107,107,107,107,107,107,107,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,107,107,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,107,107,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,107,107,14,14,14,14,14,14,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14,14,14,14,14,14,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14,14,14,14,14,14,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14,14,14,14,14,14,14
14,107,107,107,107,107,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,107,107,107,107,107,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,107,107,107,107,107,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,107,107,107,107,107,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,107,107,107,107,107,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,107,107,107,107,107,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14
14,14,14,14,14,14,14,14,14,14,14,107,107,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,107,107,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14,14,14,14
14,14,14,14,14,107,107,76,107,107,107,107,107,107,107,107,107,76,107,14,14,14,14
14,14,14,14,14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14,14,14,14
14,14,14,14,14,107,107,76,107,107,107,107,107,107,107,107,107,76,107,14,14,14,14
14,14,14,14,14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
